Business_Name,Location,Review text,Rating
The Only Place,"13, Museum Road, Church Street, Bangalore",nothing great about this place poorly cooked low quality food no presentation small portions for the price ok service,2.0
The Only Place,"13, Museum Road, Church Street, Bangalore",the worst steak we have ever had overhyped,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",excellent food efficient staff and smiling service no wonder people throng to it keep it up,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",poor food quality and rude service made the visit very disappointing,2.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious and homely meals make the wait worth it,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",the food tasted good but poor hygiene may have caused food poisoning,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the food was overpriced and not worth the money,2.0
Nagarjuna,"44/1, Residency Road, Bangalore",excellent service and quality of food delicious and the qty was also good,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",best andra meals ever,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",good food friendly staff and quick service made for a pleasant lunch,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",the staff did not allow food sharing the service was rude and the food was average making the experience disappointing,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the vegetables and sweets were low quality with very little variety compared to other outlets,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",although the food is going the service is really slow they kept me waiting for 15 mins for giving bill also,2.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious biryani and flavorful food with excellent service and warm hospitality,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",i would simply wow for their preparation and taste it was lip smacking,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",poor crowd management long waits and an uncomfortable dining experience,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious andhra meals prompt service and a clean ambience make this place worth visiting,4.0
Nagarjuna,"44/1, Residency Road, Bangalore",best and he amal ever i have had the pappu here is so good,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",superb experience amazing food and super delicious your stomach will be full with the variety they have to offer,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious andhra food friendly staff and great service make it a good place to visit,4.0
Nagarjuna,"44/1, Residency Road, Bangalore",long waits salty food and poor customer service made the experience disappointing,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the staff were rude and rushed us throughout the meal making the dining experience very unpleasant,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the food was bland the service was poor and hidden valet charges made the experience disappointing,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious biryani and food but the service becomes chaotic during busy hours,3.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious andhrastyle biryani quick service and generous portions make it worth visiting,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",poor service long delays and an absent manager spoiled the dining experience,2.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious andhra food prompt service and reasonable prices make this restaurant highly recommended,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",excellent service the food quality and taste is very good this place never disappoints,4.0
Nagarjuna,"44/1, Residency Road, Bangalore",the food was bland and poor in quality and the staff handled the complaint poorly making the experience disappointing,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the ambience and decor were on point and set us up for a great dining experience flavours were also good,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",authentic andhra meals and flavorful mutton biryani make this place a mustvisit,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",the veg meals were overpriced with poor taste limited items and a disappointing experience,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the andhra meals were overpriced lacked variety and had poor taste,1.0
Nagarjuna,"44/1, Residency Road, Bangalore",the food is really nice and value for money,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",delicious authentic andhra meals courteous staff and affordable prices made it a great experience,5.0
Nagarjuna,"44/1, Residency Road, Bangalore",great andhra meals and excellent service from tulasi make this place a mustvisit,5.0
